2.460917543681061803e-01,-1.209554466296838965e-01,1.209554466296838965e-01,5.782813501840541326e-01
2.052401420659113671e-02,3.754483538968095835e-01,-3.736161107281812943e-01,-1.212222601448675663e+00
5.472431768956417253e-01,9.196037381538406663e-01,-8.215045959583143764e-01,7.986055979399079296e-01
-9.769844279271226728e-02,-2.154617795853326634e-02,-4.900767816852396805e-03,-2.943441851888965455e-01
4.775923981413150443e-01,-7.074931176614440709e-01,8.815161810043952162e-01,6.943752943732593996e-01
-9.559634850663437100e-02,1.071795378245716579e+00,-1.115879556818565321e+00,5.545645254992525031e-01
5.557412680263387195e-01,1.406730179576565654e+00,-1.094408919661031598e+00,2.197764887654524435e-01
1.367358637471550731e-01,-2.228147105288146301e-01,3.141571482375193347e-01,1.728661952609775065e+00
5.746406849320564447e-01,8.259671451470027570e-01,-3.774202361503070646e-01,-8.242762064896784757e-01
-5.129817095510268155e-02,6.790143383015099232e-01,-7.252464848627223626e-01,-3.790308233038204855e-01
5.504566412472298165e-01,-7.315126143461848640e-01,1.299602471120984815e+00,1.020041981559774991e+00
-3.902767885371193762e-02,2.278883417424483193e-01,-2.737636617219238455e-01,2.881844632140793602e-02
3.579931824087884684e-01,-3.540397325425181235e-02,5.132396248385693305e-01,2.649555090344436481e-01
5.854093279679357942e-02,1.361092622613389036e+00,-1.272446840551652025e+00,-1.968443899935230723e+00
2.351193359414702755e-01,1.086387473970168882e+00,-6.820370008606948531e-01,-1.511878804233998674e-01
1.477915330385866921e-01,1.330286018895965761e+00,-1.040694886561192689e+00,2.689652430210935918e-01
3.407966454691905844e-01,2.095732293526015450e-02,7.441630385538572368e-01,7.286705883980255649e-01
1.478518089663873325e-01,4.038082449325387790e-02,3.431993429355646996e-01,2.805550685396571708e+00
1.376000995899453183e-01,8.468132915995066901e-01,-4.291827902685532159e-01,-5.480536541151649343e-01
8.151255689304601204e-02,4.438548404600810571e-01,-1.492695214103537393e-01,1.119593001756472805e+00
1.507871796230715322e-01,-8.320849216355403755e-01,1.497894851499765645e+00,1.872928745664306227e+00
-7.956647776476472381e-03,2.761783816515504530e-01,-3.208205207416727212e-01,1.333358610243423836e+00
1.359988015280318985e-01,7.374879121445565566e-01,2.967012865109674991e-01,1.497954256412278307e-01
-4.519094987297776929e-03,-9.957687035462515768e-01,9.431343678923013174e-01,6.386275293362568828e-01
3.304929676927582244e-02,1.596761679380406029e+00,-7.888720631162668973e-01,1.339440542780974797e+00
3.339897301282550323e-04,5.691241016140008435e-01,-6.590314991146550838e-01,-2.211763310134239546e+00
-3.263742637380590006e-02,-9.246906698237465916e-01,1.599471759481921218e+00,1.175099234952857730e-01
-1.692000232853824865e-02,-6.003478681068218359e-01,7.814900077422187730e-01,-2.147616962903240889e+00
-7.913835661678804423e-02,4.303132471668720815e-01,1.381902857407764640e-01,-1.629900836496586569e+00
-5.499000530553350800e-03,6.021931999749274844e-01,-5.726532412752493029e-01,1.986635636182521925e+00
-1.792599082449030656e-01,1.364675547439803127e+00,-6.008645932044779370e-01,-4.753791447656195435e-01
-9.133717854347019049e-02,1.092689452197661559e+00,-7.725514601172740470e-01,-2.489886957457099204e-01
-2.639203547137799477e-01,-1.959939563388702344e-01,9.755191339487118141e-01,-1.470938971117901339e-01
-1.535856573491338750e-01,-6.111432127279001758e-01,9.998246963358951023e-01,-2.483319686532589610e-01
-3.565423132178672794e-01,5.330508985605576511e-01,2.490754431093296084e-01,9.378542396128318748e-01
-7.499930964120912757e-02,-7.168009878462943130e-01,8.605516449908141574e-01,-8.772655972396334878e-01
-4.189967014113791244e-01,7.528523805472897568e-01,-4.751437035297452482e-02,5.420933748643892436e-01
1.237481987168904778e-02,-7.545740510641675280e-01,7.362257595613147521e-01,-9.498291221921755234e-01
-5.589907040640080815e-01,-4.627687506343994839e-01,1.193336709280034436e+00,-5.443333168301924818e-01
-1.127420966366734223e-01,7.719713030696848111e-02,5.251807160686433607e-02,2.111584853697787423e-01
-5.613568782107942745e-01,7.894355985620060689e-01,-2.227829239185648291e-01,-3.018030690782295133e-01
-2.533373248968015523e-01,-7.578511666111922285e-01,9.809116524972821827e-01,1.580788727416440331e-01
-8.753010880138055727e-01,1.363005737455865951e+00,-6.966438032125324975e-01,5.284374865388358211e-01
-1.866575475655343208e-01,-9.977121244025811686e-01,1.119027502246903616e+00,-1.172735808980771788e+00
-5.129193184270173234e-01,1.253086518467405153e+00,-9.736195185690106335e-01,7.707886858254241469e-01
-3.049572375879884278e-01,3.488780763324716983e-01,-2.132435826021854830e-01,-1.861352790978763938e+00
-9.500015947782276537e-01,5.173311602540721088e-01,-1.861868844701654591e-01,-2.104226424740230694e+00
-4.307509344856763067e-01,-8.925292513145226536e-01,1.002511402783717864e+00,1.572018533561631459e+00
-7.683301723586527521e-01,-5.732715517995127380e-02,1.834733283421974559e-01,1.353263754044999656e+00
-2.149115494561808504e-01,-1.843102618223320735e-02,3.441273595073041092e-02,1.891312934929039402e+00
-9.821413432816089584e-01,1.013510340465483051e+00,-1.028104653502021293e+00,-7.714526469338837122e-01
